,designatedArea,incidentType
40011,Logan ,Severe Storm(s)
40012,Le Flore ,Severe Storm(s)
40013,Beaver ,Snow
40014,McClain ,Severe Storm(s)
40016,Roger Mills ,Severe Storm(s)
40017,Jackson ,Severe Storm(s)
40018,Cotton ,Severe Storm(s)
40019,Craig ,Severe Storm(s)
40021,Beaver ,Severe Storm(s)
40022,Muskogee ,Severe Storm(s)
40023,Atoka ,Severe Storm(s)
40024,Jefferson ,Severe Storm(s)
40025,Greer ,Severe Storm(s)
40026,Pawnee ,Severe Storm(s)
40027,Washington ,Severe Storm(s)
40030,Pushmataha ,Severe Storm(s)
40031,Cherokee ,Severe Storm(s)
40032,Marshall ,Severe Storm(s)
40034,Sequoyah ,Severe Storm(s)
40035,Kay ,Severe Storm(s)
40036,Harper ,Severe Storm(s)
40038,Garfield ,Severe Storm(s)
40039,Comanche ,Severe Storm(s)
40040,Alfalfa ,Severe Storm(s)
40041,McCurtain ,Severe Storm(s)
40042,McIntosh ,Severe Storm(s)
40043,Ottawa ,Severe Storm(s)
40044,Woods ,Snow
40045,Grant ,Severe Storm(s)
40046,Beckham ,Severe Storm(s)
40048,Choctaw ,Severe Storm(s)
40049,Pottawatomie ,Severe Storm(s)
40050,Grady ,Severe Storm(s)
40052,Pontotoc ,Severe Storm(s)
40053,Rogers ,Severe Storm(s)
40054,Mayes ,Severe Storm(s)
40055,Woodward ,Severe Storm(s)
40057,Kingfisher ,Severe Storm(s)
40059,Coal ,Severe Storm(s)
40061,Love ,Severe Storm(s)
40063,Latimer ,Severe Storm(s)
40065,Okfuskee ,Severe Storm(s)
40067,Garvin ,Severe Storm(s)
40068,Woodward ,Snow
40069,Major ,Severe Storm(s)
40070,Ellis ,Snow
40071,Pittsburg ,Severe Storm(s)
40073,Tulsa ,Severe Storm(s)
40076,Tillman ,Severe Storm(s)
40079,Cleveland ,Severe Storm(s)
40086,Caddo ,Severe Storm(s)
40089,Texas ,Severe Storm(s)
40091,Blaine ,Severe Storm(s)
40092,Canadian ,Severe Storm(s)
40094,Johnston ,Severe Storm(s)
40099,Bryan ,Severe Storm(s)
40100,Lincoln ,Severe Storm(s)
40108,Carter ,Severe Storm(s)
40109,Noble ,Severe Storm(s)
40112,Washita ,Severe Storm(s)
40139,Wagoner ,Severe Storm(s)
40160,Seminole ,Severe Storm(s)
40162,Ellis ,Severe Storm(s)
40164,Dewey ,Severe Storm(s)
40166,Okmulgee ,Severe Storm(s)
40168,Delaware ,Severe Storm(s)
40170,Creek ,Severe Storm(s)
40172,Stephens ,Severe Storm(s)
40174,Oklahoma ,Severe Storm(s)
40176,Haskell ,Severe Storm(s)
40178,Harmon ,Severe Storm(s)
40180,Custer ,Severe Storm(s)
40186,Woods ,Severe Storm(s)
40195,Adair ,Severe Storm(s)
40207,Coal ,Severe Storm(s)
40213,Choctaw ,Severe Storm(s)
40215,Cimarron ,Severe Storm(s)
40233,Atoka ,Severe Storm(s)
40245,Blaine ,Severe Storm(s)
40247,Pushmataha ,Severe Storm(s)
40248,Muskogee ,Severe Storm(s)
40252,Okmulgee ,Severe Storm(s)
40253,Stephens ,Severe Storm(s)
40254,Sequoyah ,Severe Storm(s)
40255,Seminole ,Severe Storm(s)
40256,Mayes ,Severe Storm(s)
40257,Love ,Severe Storm(s)
40258,Tillman ,Severe Storm(s)
40261,Lincoln ,Severe Storm(s)
40262,Pontotoc ,Severe Storm(s)
40263,Woodward ,Severe Storm(s)
40266,Washita ,Severe Storm(s)
40268,McIntosh ,Severe Storm(s)
40272,Alfalfa ,Severe Storm(s)
40273,Pottawatomie ,Severe Storm(s)
40274,Beaver ,Severe Storm(s)
40275,Noble ,Severe Storm(s)
40277,Bryan ,Severe Storm(s)
40278,Garfield ,Severe Storm(s)
40279,Caddo ,Severe Storm(s)
40280,Beckham ,Severe Storm(s)
40281,Canadian ,Severe Storm(s)
40282,Delaware ,Severe Storm(s)
40283,Garvin ,Severe Storm(s)
40284,Dewey ,Severe Storm(s)
40285,Cherokee ,Severe Storm(s)
40286,Ellis ,Severe Storm(s)
40287,Harmon ,Severe Storm(s)
40288,Greer ,Severe Storm(s)
40289,Cleveland ,Severe Storm(s)
40290,Carter ,Severe Storm(s)
40291,Haskell ,Severe Storm(s)
40292,Harper ,Severe Storm(s)
40293,Oklahoma ,Severe Storm(s)
40294,Cotton ,Severe Storm(s)
40295,Latimer ,Severe Storm(s)
40296,Creek ,Severe Storm(s)
40298,Grant ,Severe Storm(s)
40299,Pawnee ,Severe Storm(s)
40300,Woods ,Severe Storm(s)
40301,Comanche ,Severe Storm(s)
40302,Le Flore ,Severe Storm(s)
40303,Wagoner ,Severe Storm(s)
40305,Roger Mills ,Severe Storm(s)
40306,Kingfisher ,Severe Storm(s)
40307,Murray ,Severe Storm(s)
40309,Kay ,Severe Storm(s)
40310,Custer ,Severe Storm(s)
40311,Texas ,Severe Storm(s)
40312,Kiowa ,Severe Storm(s)
40313,Okfuskee ,Severe Storm(s)
40314,Jackson ,Severe Storm(s)
40315,Grady ,Severe Storm(s)
40316,Jefferson ,Severe Storm(s)
40318,Hughes ,Severe Storm(s)
40319,Johnston ,Severe Storm(s)
40320,Rogers ,Severe Storm(s)
40321,Craig ,Severe Storm(s)
40379,McCurtain ,Severe Storm(s)
40384,Logan ,Severe Storm(s)
40393,Tulsa ,Severe Storm(s)
40395,Payne ,Severe Storm(s)
40400,Nowata ,Severe Storm(s)
40401,Washington ,Severe Storm(s)
40402,Ottawa ,Severe Storm(s)
40403,Osage ,Severe Storm(s)
40404,Major ,Severe Storm(s)
40405,Pittsburg ,Severe Storm(s)
40406,Marshall ,Severe Storm(s)
40414,McClain ,Severe Storm(s)
43130,Sequoyah ,Flood
43131,Kay ,Flood
43135,Muskogee ,Flood
43140,Wagoner ,Flood
43164,Noble ,Flood
43203,Le Flore ,Flood
43230,Pawnee ,Flood
43235,Tulsa ,Flood
43237,Haskell ,Flood
43242,Osage ,Flood
43969,Alfalfa ,Severe Storm(s)
43982,Nowata ,Severe Storm(s)
44049,Kay ,Severe Storm(s)
44050,Craig ,Severe Storm(s)
44057,Grant ,Severe Storm(s)
44180,Cleveland ,Fire
44268,Creek ,Fire
44556,Blaine ,Severe Storm(s)
44574,Custer ,Severe Storm(s)
44578,Beckham ,Severe Storm(s)
44583,Noble ,Severe Storm(s)
44588,Major ,Severe Storm(s)
44600,Washita ,Severe Storm(s)
44602,Kay ,Severe Storm(s)
44626,Alfalfa ,Severe Storm(s)
44631,Beaver ,Severe Storm(s)
44647,Grant ,Severe Storm(s)
44657,Ellis ,Severe Storm(s)
44661,Woodward ,Severe Storm(s)
44676,Atoka ,Tornado
44677,Kingfisher ,Severe Storm(s)
44679,Dewey ,Severe Storm(s)
44681,Garfield ,Severe Storm(s)
44689,Woods ,Severe Storm(s)
44691,Roger Mills ,Severe Storm(s)
44705,Okfuskee ,Tornado
44709,Okmulgee ,Tornado
44724,McIntosh ,Tornado
44725,Lincoln ,Tornado
44726,Ottawa ,Tornado
44730,Pittsburg ,Tornado
44732,Seminole ,Tornado
44735,Cleveland ,Tornado
44737,Oklahoma ,Tornado
44739,Nowata ,Tornado
44740,Craig ,Tornado
44743,Pushmataha ,Tornado
44745,Haskell ,Tornado
44747,Canadian ,Tornado
44748,Le Flore ,Tornado
44752,Hughes ,Tornado
44756,Coal ,Tornado
44759,Latimer ,Tornado
44767,Pottawatomie ,Tornado
44770,McClain ,Tornado
45218,McCurtain ,Severe Storm(s)
45270,Pushmataha ,Severe Storm(s)
45325,Choctaw ,Severe Storm(s)
45331,Le Flore ,Severe Storm(s)
45986,Rogers ,Severe Storm(s)
45987,Roger Mills ,Severe Storm(s)
45990,Grant ,Severe Storm(s)
45996,Custer ,Severe Storm(s)
45998,Greer ,Severe Storm(s)
46000,Craig ,Severe Storm(s)
46002,Haskell ,Severe Storm(s)
46004,Harmon ,Severe Storm(s)
46005,Creek ,Severe Storm(s)
46006,Muskogee ,Severe Storm(s)
46008,Kay ,Severe Storm(s)
46009,Dewey ,Severe Storm(s)
46010,Kingfisher ,Severe Storm(s)
46011,Jackson ,Severe Storm(s)
46012,Noble ,Severe Storm(s)
46013,Major ,Severe Storm(s)
46016,Lincoln ,Severe Storm(s)
46020,Caddo ,Severe Storm(s)
46021,Beckham ,Severe Storm(s)
46022,Tulsa ,Severe Storm(s)
46025,Nowata ,Severe Storm(s)
46027,Atoka ,Severe Storm(s)
46029,Adair ,Severe Storm(s)
46030,Carter ,Severe Storm(s)
46031,McClain ,Severe Storm(s)
46032,Coal ,Severe Storm(s)
46033,Mayes ,Severe Storm(s)
46034,Jefferson ,Severe Storm(s)
46035,McCurtain ,Severe Storm(s)
46036,Garvin ,Severe Storm(s)
46037,McIntosh ,Severe Storm(s)
46038,Johnston ,Severe Storm(s)
46039,Marshall ,Severe Storm(s)
46040,Le Flore ,Severe Storm(s)
46041,Murray ,Severe Storm(s)
46042,Love ,Severe Storm(s)
46043,Okfuskee ,Severe Storm(s)
46044,Logan ,Severe Storm(s)
46045,Pontotoc ,Severe Storm(s)
46046,Ottawa ,Severe Storm(s)
46047,Okmulgee ,Severe Storm(s)
46048,Oklahoma ,Severe Storm(s)
46049,Pottawatomie ,Severe Storm(s)
46050,Pittsburg ,Severe Storm(s)
46051,Wagoner ,Severe Storm(s)
46052,Pushmataha ,Severe Storm(s)
46054,Seminole ,Severe Storm(s)
46058,Stephens ,Severe Storm(s)
46060,Tillman ,Severe Storm(s)
46065,Latimer ,Severe Storm(s)
46067,Comanche ,Severe Storm(s)
46069,Delaware ,Severe Storm(s)
46071,Grady ,Severe Storm(s)
46073,Kiowa ,Severe Storm(s)
46075,Hughes ,Severe Storm(s)
46077,Bryan ,Severe Storm(s)
46079,Cleveland ,Severe Storm(s)
46081,Washita ,Severe Storm(s)
46082,Canadian ,Severe Storm(s)
46083,Choctaw ,Severe Storm(s)
46084,Cherokee ,Severe Storm(s)
46085,Sequoyah ,Severe Storm(s)
46086,Cotton ,Severe Storm(s)
46150,Greer ,Severe Ice Storm
46356,Pushmataha ,Severe Storm(s)
46403,Dewey ,Severe Ice Storm
46424,Pittsburg ,Severe Storm(s)
46448,Ottawa ,Severe Storm(s)
46455,Roger Mills ,Severe Storm(s)
46460,Woods ,Severe Ice Storm
46508,Roger Mills ,Severe Ice Storm
46523,Alfalfa ,Severe Ice Storm
46539,Beckham ,Severe Ice Storm
46553,Bryan ,Severe Ice Storm
46559,Oklahoma ,Severe Ice Storm
46578,Custer ,Severe Ice Storm
46589,Caddo ,Severe Ice Storm
46601,Mayes ,Severe Storm(s)
46614,Blaine ,Severe Ice Storm
46631,Major ,Severe Ice Storm
46635,Kiowa ,Severe Ice Storm
46639,Grant ,Severe Ice Storm
46654,Kingfisher ,Severe Ice Storm
46655,Grady ,Severe Ice Storm
46656,Logan ,Severe Ice Storm
46662,Washita ,Severe Ice Storm
46663,Ellis ,Severe Ice Storm
46672,Haskell ,Severe Storm(s)
46674,Canadian ,Severe Storm(s)
46684,Greer ,Severe Storm(s)
46691,Okfuskee ,Severe Storm(s)
46704,Coal ,Severe Storm(s)
46705,Canadian ,Severe Ice Storm
46707,Kay ,Severe Storm(s)
46726,Adair ,Severe Storm(s)
46738,Grady ,Severe Storm(s)
46746,Okmulgee ,Severe Storm(s)
46752,Delaware ,Severe Storm(s)
46766,Cotton ,Severe Storm(s)
46778,Garfield ,Severe Ice Storm
46783,Craig ,Severe Storm(s)
46791,Osage ,Severe Storm(s)
46793,Dewey ,Severe Storm(s)
46798,Kiowa ,Severe Storm(s)
46811,Tillman ,Severe Storm(s)
46812,Woods ,Severe Storm(s)
46817,McCurtain ,Severe Storm(s)
46819,Muskogee ,Severe Storm(s)
46821,Major ,Severe Storm(s)
46825,Stephens ,Flood
46834,Noble ,Severe Storm(s)
46854,Latimer ,Severe Storm(s)
46857,Sequoyah ,Severe Storm(s)
46867,Jackson ,Severe Storm(s)
46868,Kingfisher ,Severe Storm(s)
46873,Beckham ,Severe Storm(s)
46882,Comanche ,Severe Storm(s)
46883,Washita ,Severe Storm(s)
46884,Tillman ,Flood
46891,Hughes ,Severe Storm(s)
46907,Blaine ,Severe Storm(s)
46908,Alfalfa ,Severe Storm(s)
46915,Harmon ,Severe Storm(s)
46924,Caddo ,Severe Storm(s)
46968,Cherokee ,Severe Storm(s)
46983,McIntosh ,Severe Storm(s)
47042,Caddo ,Flood
47058,Grant ,Severe Storm(s)
47077,Comanche ,Flood
47164,Grady ,Flood
47177,Custer ,Severe Storm(s)
47247,Sequoyah ,Severe Storm(s)
47293,Woods ,Severe Storm(s)
47322,Texas ,Severe Storm(s)
47335,Ottawa ,Severe Storm(s)
47356,Ellis ,Severe Storm(s)
47357,Kiowa ,Severe Storm(s)
47367,Adair ,Severe Storm(s)
47383,Pittsburg ,Severe Storm(s)
47386,Major ,Severe Storm(s)
47404,Caddo ,Severe Storm(s)
47407,Pontotoc ,Tornado
47414,Roger Mills ,Severe Storm(s)
47451,Muskogee ,Severe Storm(s)
47466,Beaver ,Severe Storm(s)
47523,Delaware ,Severe Storm(s)
47562,Blaine ,Severe Storm(s)
47571,Woodward ,Severe Storm(s)
47572,Garvin ,Flood
47592,Jackson ,Flood
47593,Mayes ,Severe Storm(s)
47596,Dewey ,Severe Storm(s)
47611,Cotton ,Flood
47643,Rogers ,Severe Storm(s)
47674,Haskell ,Severe Storm(s)
47695,Washita ,Tornado
47752,Cotton ,Tornado
47788,Beckham ,Tornado
47795,Beckham ,Severe Storm(s)
47801,Pittsburg ,Tornado
47806,Cherokee ,Severe Storm(s)
47891,Logan ,Severe Storm(s)
47919,Okmulgee ,Tornado
47921,Texas ,Severe Storm(s)
47993,Roger Mills ,Tornado
47994,Dewey ,Fire
48002,Lincoln ,Severe Storm(s)
48055,Johnston ,Tornado
48084,Okfuskee ,Tornado
48165,Pawnee (OTSA,Severe Storm(s)
48195,Le Flore ,Tornado
48199,Delaware ,Tornado
48211,Alfalfa ,Tornado
48236,Coal ,Tornado
48299,Murray ,Tornado
48300,Cherokee ,Tornado
48333,Cimarron ,Severe Storm(s)
48338,Muskogee ,Tornado
48398,Craig ,Severe Storm(s)
48455,Washita ,Severe Storm(s)
48493,Harper ,Severe Storm(s)
48559,Dewey ,Severe Storm(s)
48664,Beaver ,Severe Storm(s)
49158,Creek ,Severe Storm(s)
49175,Ottawa ,Severe Storm(s)
49226,Osage ,Severe Storm(s)
49229,Cherokee ,Severe Storm(s)
49273,Rogers ,Severe Storm(s)
49277,Haskell ,Severe Storm(s)
49295,Delaware ,Severe Storm(s)
49307,Sequoyah ,Severe Storm(s)
49324,Alfalfa ,Severe Storm(s)
49335,Roger Mills ,Fire
49379,Custer ,Fire
49388,Kay ,Severe Storm(s)
49393,Mayes ,Severe Storm(s)
49397,Canadian ,Severe Storm(s)
49404,Okmulgee ,Severe Storm(s)
49410,Tulsa ,Severe Storm(s)
49456,Garfield ,Severe Storm(s)
49458,Craig ,Severe Storm(s)
49466,Le Flore ,Severe Storm(s)
49478,Muskogee ,Severe Storm(s)
49519,Harmon ,Fire
49527,Washington ,Severe Storm(s)
49535,Woodward ,Fire
49587,Woods ,Severe Storm(s)
49618,Kingfisher ,Severe Storm(s)
49637,Payne ,Severe Storm(s)
49639,Logan ,Severe Storm(s)
49641,Pottawatomie ,Severe Storm(s)
49662,Wagoner ,Severe Storm(s)
49743,Nowata ,Severe Storm(s)
49760,Noble ,Severe Storm(s)
49762,Pawnee (OTSA,Severe Storm(s)
49764,Pawnee ,Severe Storm(s)
49879,Payne ,Fire
49887,Oklahoma ,Fire
49923,Creek ,Fire
49934,Creek ,Fire
49941,Payne ,Fire
49958,Logan ,Fire
50022,Nowata ,Fire
50036,Creek ,Fire
50039,Pawnee ,Fire
50041,Washington ,Fire
50060,Woodward ,Fire
50081,Harper ,Fire
50082,Woods ,Fire
50087,Ellis ,Fire
50097,Wagoner ,Fire
50145,Cleveland ,Fire
50161,Dewey ,Fire
50182,Woodward ,Fire
50183,Pottawatomie ,Fire
50208,Woodward ,Fire
50223,Beaver ,Fire
50353,Statewide,Severe Storm(s)
50354,Major ,Severe Storm(s)
50355,Bryan ,Severe Storm(s)
50356,Nowata ,Severe Storm(s)
50357,Okmulgee ,Severe Storm(s)
50358,Coal ,Severe Storm(s)
50359,Love ,Severe Storm(s)
50360,Ottawa ,Severe Storm(s)
50361,Lincoln ,Severe Storm(s)
50362,Osage ,Severe Storm(s)
50363,Kay ,Severe Storm(s)
50364,Stephens ,Severe Storm(s)
50365,Pittsburg ,Severe Storm(s)
50366,Noble ,Severe Storm(s)
50367,Craig ,Severe Storm(s)
50368,Pushmataha ,Severe Storm(s)
50369,Atoka ,Severe Storm(s)
50370,Alfalfa ,Severe Storm(s)
50371,Tillman ,Severe Storm(s)
50372,Ellis ,Severe Storm(s)
50373,Greer ,Severe Storm(s)
50374,Blaine ,Severe Storm(s)
50375,Pushmataha ,Severe Storm(s)
50376,Grant ,Severe Storm(s)
50377,Beckham ,Severe Storm(s)
50378,Adair ,Severe Storm(s)
50379,Dewey ,Severe Storm(s)
50380,Beaver ,Severe Storm(s)
50381,Custer ,Severe Storm(s)
50382,Lincoln ,Severe Storm(s)
50383,Roger Mills ,Severe Storm(s)
50384,Okfuskee ,Severe Storm(s)
50385,Grady ,Severe Storm(s)
50386,Harper ,Severe Storm(s)
50387,Jackson ,Severe Storm(s)
50388,Washita ,Severe Storm(s)
50389,Pittsburg ,Severe Storm(s)
50480,Woodward ,Severe Storm(s)
50481,Caddo ,Severe Storm(s)
50482,Kiowa ,Severe Storm(s)
50499,Statewide,Severe Storm(s)
50500,Creek (OTSA,Severe Storm(s)
50501,Tillman ,Severe Storm(s)
50508,Okfuskee ,Severe Storm(s)
51080,Woodward ,Fire
51081,Ellis ,Fire
51270,Beaver ,Fire
54838,Cherokee (TJSA,Biological
54839,Cherokee (OTSA,Biological
54840,Caddo-Wichita-Delaware (OTSA,Biological
54841,Absentee Shawnee-Citizens Band of Potawatomi (TJSA,Biological
54842,Cheyenne-Arapaho (OTSA,Biological
54843,Chickasaw (OTSA,Biological
54844,Choctaw (OTSA,Biological
54845,Citizen Potawatomi Nation-Absentee Shawnee Tribe (OT,Biological
54846,Choctaw,Biological
54847,Creek-Seminole Joint Area (OTSA,Biological
54848,Creek (OTSA,Biological
54849,Eastern Shawnee (OTSA,Biological
54850,Iowa (OTSA,Biological
54851,Eastern Shawnee-Wyandotte (OTSA,Biological
54852,Kaw (OTSA,Biological
54853,Iowa-Sac and Fox Joint Area (OTSA,Biological
54854,Kaw-Ponca (Joint Area,Biological
54855,Kickapoo (OTSA,Biological
54856,Kiowa-Comanche-Apache-Fort Sill Apache (OTSA,Biological
54857,Miami (OTSA,Biological
54858,Kiowa-Comanche-Apache-Fort Sill Apache-Caddo-Wichita,Biological
54859,Modoc (OTSA,Biological
54860,Miami-Peoria (Joint Area,Biological
54861,Osage Indian Reservation,Biological
54862,Otoe-Missouria (OTSA,Biological
54863,Ottowa (OTSA,Biological
54864,Pawnee (OTSA,Biological
54865,Ponca (OTSA,Biological
54866,Quapaw (OTSA,Biological
54867,Peoria (OTSA,Biological
54868,Sac and Fox (OTSA,Biological
54869,Seminole (OTSA,Biological
54870,Wyandotte (OTSA,Biological
54871,Seneca-Cayuga (OTSA,Biological
54872,Tonkawa (OTSA,Biological
54873,Adair ,Biological
54874,Alfalfa ,Biological
54875,Beaver ,Biological
54876,Atoka ,Biological
54877,Beckham ,Biological
54878,Blaine ,Biological
54879,Carter ,Biological
54880,Bryan ,Biological
54881,Canadian ,Biological
54882,Caddo ,Biological
54883,Cherokee ,Biological
54884,Choctaw ,Biological
54885,Cleveland ,Biological
54886,Cimarron ,Biological
54887,Coal ,Biological
54888,Comanche ,Biological
54889,Craig ,Biological
54890,Cotton ,Biological
54891,Creek ,Biological
54892,Custer ,Biological
54893,Delaware ,Biological
54894,Garfield ,Biological
54895,Dewey ,Biological
54896,Ellis ,Biological
54897,Garvin ,Biological
54898,Grady ,Biological
54899,Grant ,Biological
54900,Greer ,Biological
54901,Harmon ,Biological
54902,Harper ,Biological
54903,Hughes ,Biological
54904,Haskell ,Biological
54905,Jackson ,Biological
54906,Jefferson ,Biological
54907,Johnston ,Biological
54908,Kiowa ,Biological
54909,Kay ,Biological
54910,Kingfisher ,Biological
54911,Le Flore ,Biological
54912,Latimer ,Biological
54913,Lincoln ,Biological
54914,Logan ,Biological
54915,McCurtain ,Biological
54916,Love ,Biological
54917,McClain ,Biological
54918,Major ,Biological
54919,McIntosh ,Biological
54920,Murray ,Biological
54921,Mayes ,Biological
54922,Marshall ,Biological
54923,Muskogee ,Biological
54924,Nowata ,Biological
54925,Noble ,Biological
54926,Okfuskee ,Biological
54927,Oklahoma ,Biological
54928,Osage ,Biological
54929,Okmulgee ,Biological
54930,Ottawa ,Biological
54931,Payne ,Biological
54932,Pawnee ,Biological
54933,Pontotoc ,Biological
54934,Pittsburg ,Biological
54935,Pottawatomie ,Biological
54936,Pushmataha ,Biological
54937,Roger Mills ,Biological
54938,Seminole ,Biological
54939,Rogers ,Biological
54940,Sequoyah ,Biological
54941,Stephens ,Biological
54942,Texas ,Biological
54943,Tulsa ,Biological
54944,Tillman ,Biological
54945,Wagoner ,Biological
54946,Washington ,Biological
54947,Washita ,Biological
54948,Woodward ,Biological
54949,Woods ,Biological
55058,Choctaw,Biological
55059,Quapaw (OTSA,Biological
56364,Citizen Potawatomi Nation-Absentee Shawnee Tribe (OT,Biological
56366,Ponca (OTSA,Biological
56912,Cherokee (OTSA,Biological
57371,Creek (OTSA,Biological
58432,Absentee Shawnee-Citizens Band of Potawatomi (TJSA,Biological
58433,Caddo-Wichita-Delaware (OTSA,Biological
58434,Cherokee (OTSA,Biological
58435,Cherokee (TJSA,Biological
58436,Cheyenne-Arapaho (OTSA,Biological
58437,Chickasaw (OTSA,Biological
58438,Choctaw (OTSA,Biological
58439,Choctaw,Biological
58440,Citizen Potawatomi Nation-Absentee Shawnee Tribe (OT,Biological
58441,Creek (OTSA,Biological
58442,Creek-Seminole Joint Area (OTSA,Biological
58443,Eastern Shawnee (OTSA,Biological
58444,Eastern Shawnee-Wyandotte (OTSA,Biological
58445,Iowa (OTSA,Biological
58446,Iowa-Sac and Fox Joint Area (OTSA,Biological
58447,Kaw (OTSA,Biological
58448,Kaw-Ponca (Joint Area,Biological
58449,Kickapoo (OTSA,Biological
58450,Kiowa-Comanche-Apache-Fort Sill Apache (OTSA,Biological
58451,Kiowa-Comanche-Apache-Fort Sill Apache-Caddo-Wichita,Biological
58452,Miami (OTSA,Biological
58453,Miami-Peoria (Joint Area,Biological
58454,Modoc (OTSA,Biological
58455,Osage Indian Reservation,Biological
58456,Otoe-Missouria (OTSA,Biological
58457,Ottowa (OTSA,Biological
58458,Pawnee (OTSA,Biological
58459,Peoria (OTSA,Biological
58460,Ponca (OTSA,Biological
58461,Quapaw (OTSA,Biological
58462,Sac and Fox (OTSA,Biological
58463,Seminole (OTSA,Biological
58464,Seneca-Cayuga (OTSA,Biological
58465,Tonkawa (OTSA,Biological
58466,Wyandotte (OTSA,Biological
58467,Adair ,Biological
58468,Alfalfa ,Biological
58469,Atoka ,Biological
58470,Beaver ,Biological
58471,Beckham ,Biological
58472,Blaine ,Biological
58473,Bryan ,Biological
58474,Caddo ,Biological
58475,Canadian ,Biological
58476,Carter ,Biological
58477,Cherokee ,Biological
58478,Choctaw ,Biological
58479,Cimarron ,Biological
58480,Cleveland ,Biological
58481,Coal ,Biological
58482,Comanche ,Biological
58483,Cotton ,Biological
58484,Craig ,Biological
58485,Creek ,Biological
58486,Custer ,Biological
58487,Delaware ,Biological
58488,Dewey ,Biological
58489,Ellis ,Biological
58490,Garfield ,Biological
58491,Garvin ,Biological
58492,Grady ,Biological
58493,Grant ,Biological
58494,Greer ,Biological
58495,Harmon ,Biological
58496,Harper ,Biological
58497,Haskell ,Biological
58498,Hughes ,Biological
58499,Jackson ,Biological
58500,Jefferson ,Biological
58501,Johnston ,Biological
58502,Kay ,Biological
58503,Kingfisher ,Biological
58504,Kiowa ,Biological
58505,Latimer ,Biological
58506,Le Flore ,Biological
58507,Lincoln ,Biological
58508,Logan ,Biological
58509,Love ,Biological
58510,McClain ,Biological
58511,McCurtain ,Biological
58512,McIntosh ,Biological
58513,Major ,Biological
58514,Marshall ,Biological
58515,Mayes ,Biological
58516,Murray ,Biological
58517,Muskogee ,Biological
58518,Noble ,Biological
58519,Nowata ,Biological
58520,Okfuskee ,Biological
58521,Oklahoma ,Biological
58522,Okmulgee ,Biological
58523,Osage ,Biological
58524,Ottawa ,Biological
58525,Pawnee ,Biological
58526,Payne ,Biological
58527,Pittsburg ,Biological
58528,Pontotoc ,Biological
58529,Pottawatomie ,Biological
58530,Pushmataha ,Biological
58531,Roger Mills ,Biological
58532,Rogers ,Biological
58533,Seminole ,Biological
58534,Sequoyah ,Biological
58535,Stephens ,Biological
58536,Texas ,Biological
58537,Tillman ,Biological
58538,Tulsa ,Biological
58539,Wagoner ,Biological
58540,Washington ,Biological
58541,Washita ,Biological
58542,Woods ,Biological
58543,Woodward ,Biological
58805,Absentee Shawnee-Citizens Band of Potawatomi (TJSA,Biological
58904,Peoria (OTSA,Biological
58930,Caddo-Wichita-Delaware (OTSA,Biological
58933,Osage Indian Reservation,Biological
